LATITUDE,LONGITUDE,YEAR,JJAS_SUM
9.5,76.75,2013,3468.5154187083244
9.5,76.75,2014,2639.4801230430603
9.5,76.75,2015,1838.0699249058962
9.5,76.75,2016,1367.7602506875992
9.5,76.75,2017,2342.184365361929
9.5,76.75,2018,4127.779775112867
9.5,76.75,2019,2919.1811084374785
9.5,76.75,2020,2823.8111693784595
9.5,76.75,2021,2386.3978596925735
9.5,76.75,2022,2045.3171178847551
9.5,76.75,2023,1826.0778605528176
9.5,77.0,1901,2876.716774173081
9.5,77.0,1902,2538.640032798052
9.5,77.0,1903,2747.6572430431843
9.5,77.0,1904,3334.860055923462
9.5,77.0,1905,2199.1260413229465
9.5,77.0,1906,2174.6863817721605
9.5,77.0,1907,3189.233295291662
9.5,77.0,1908,1798.006872177124
9.5,77.0,1909,1369.633148431778
9.5,77.0,1910,1535.7871549725533
9.5,77.0,1911,1603.4510785639286
9.5,77.0,1912,1549.3125701844692
9.5,77.0,1913,1158.307039514184
9.5,77.0,1914,1395.672250956297
9.5,77.0,1915,1748.3544891178608
9.5,77.0,1916,1837.8673810362816
9.5,77.0,1917,1369.3772551715374
9.5,77.0,1918,769.7498991787434
9.5,77.0,1919,1586.997225254774
9.5,77.0,1920,1534.20135140419
9.5,77.0,1921,1377.070585846901
9.5,77.0,1922,1437.594900637865
9.5,77.0,1923,2187.9353752434254
9.5,77.0,1924,3127.907773524523
9.5,77.0,1925,1304.6847669184208
9.5,77.0,1926,1568.4472571387887
9.5,77.0,1927,1653.460673302412
9.5,77.0,1928,1017.4183227717876
9.5,77.0,1929,1473.835185803473
9.5,77.0,1930,1156.1167377159
9.5,77.0,1931,1678.3245053887367
9.5,77.0,1932,1136.3490451052785
9.5,77.0,1933,1872.40012216568
9.5,77.0,1934,955.9053684696555
9.5,77.0,1935,1014.6759746074677
9.5,77.0,1936,1240.170464552939
9.5,77.0,1937,1005.6785183772445
9.5,77.0,1938,1075.3342811316252
9.5,77.0,1939,1226.8838028013706
9.5,77.0,1940,1485.0070720016956
9.5,77.0,1941,1517.679428756237
9.5,77.0,1942,1336.7486699521542
9.5,77.0,1943,1617.0644821822643
9.5,77.0,1944,871.035475358367
9.5,77.0,1945,954.2198803946376
9.5,77.0,1946,1376.7291497141123
9.5,77.0,1947,1294.4078876823187
9.5,77.0,1948,1542.649097904563
9.5,77.0,1949,1057.2288233339787
9.5,77.0,1950,1350.5605168044567
9.5,77.0,1951,1436.4610289633274
9.5,77.0,1952,705.4239258617163
9.5,77.0,1953,1138.5441153720021
9.5,77.0,1954,1166.0186579674482
9.5,77.0,1955,1058.9004013985395
9.5,77.0,1956,1122.7986383289099
9.5,77.0,1957,1278.298972979188
9.5,77.0,1958,1249.4611812829971
9.5,77.0,1959,1672.9383215606213
9.5,77.0,1960,1141.611679121852
9.5,77.0,1961,2050.831890642643
9.5,77.0,1962,1742.4986895769835
9.5,77.0,1963,986.386170938611
9.5,77.0,1964,1454.389441743493
9.5,77.0,1965,658.7773177623749
9.5,77.0,1966,1008.7919338047504
9.5,77.0,1967,867.0097571313381
9.5,77.0,1968,1424.7569609582424
9.5,77.0,1969,1258.5185228586197
9.5,77.0,1970,782.6745911538601
9.5,77.0,1971,1941.615737259388
9.5,77.0,1972,1425.885748654604
9.5,77.0,1973,1079.2781053483486
9.5,77.0,1974,1726.1125298440456
9.5,77.0,1975,2240.1773035228252
9.5,77.0,1976,1154.7549450397491
9.5,77.0,1977,1096.1332597732544
9.5,77.0,1978,1577.6818302869797
9.5,77.0,1979,972.3211324885488
9.5,77.0,1980,680.7905045747757
9.5,77.0,1981,1307.2373803928494
9.5,77.0,1982,1110.6606977283955
9.5,77.0,1983,302.4689233750105
9.5,77.0,1984,395.21310672163963
9.5,77.0,1985,291.41925571858883
9.5,77.0,1986,208.79098527133465
9.5,77.0,1987,149.1889097765088
9.5,77.0,1988,202.87808483839035
9.5,77.0,1989,386.04926557838917
9.5,77.0,1990,1162.1838746517897
9.5,77.0,1991,1620.9289473295212
9.5,77.0,1992,1881.473690032959
9.5,77.0,1993,1476.2281505167484
9.5,77.0,1994,1655.5175722837448
9.5,77.0,1995,1411.6951724141836
9.5,77.0,1996,1714.3295933306217
9.5,77.0,1997,1790.6526782512665
9.5,77.0,1998,2271.544020563364
9.5,77.0,1999,1345.5698113441467
9.5,77.0,2000,1456.716756939888
9.5,77.0,2001,1655.1294223368168
9.5,77.0,2002,1235.571095816791
9.5,77.0,2003,1399.206575334072
9.5,77.0,2004,1841.278478205204
9.5,77.0,2005,1304.281291052699
9.5,77.0,2006,2171.713935688138
9.5,77.0,2007,2845.3330554664135
9.5,77.0,2008,2398.313963919878
9.5,77.0,2009,2254.4852121919394
9.5,77.0,2010,2074.2073359787464
9.5,77.0,2011,1386.465203821659
9.5,77.0,2012,975.0113066956401
9.5,77.0,2013,2308.2199811935425
9.5,77.0,2014,1602.9194310307503
9.5,77.0,2015,1151.1341916620731
9.5,77.0,2016,1055.124957561493
9.5,77.0,2017,1794.9393838047981
9.5,77.0,2018,3363.230840086937
9.5,77.0,2019,2191.6711935400963
9.5,77.0,2020,2268.4965248405933
9.5,77.0,2021,1765.4841523319483
9.5,77.0,2022,1795.5890882015228
9.5,77.0,2023,918.2236798033118
9.5,77.25,1901,271.474517762661
9.5,77.25,1902,96.22357023507357
9.5,77.25,1903,214.49578184634447
9.5,77.25,1904,151.56562012434006
9.5,77.25,1905,65.10184603184462
9.5,77.25,1906,131.31330889463425
9.5,77.25,1907,86.81609519571066
9.5,77.25,1908,130.80925554037094
9.5,77.25,1909,166.47695662081242
9.5,77.25,1910,219.61006554961205
9.5,77.25,1911,159.17262655496597
9.5,77.25,1912,224.19981813430786
9.5,77.25,1913,158.44612768292427
9.5,77.25,1914,191.80282071232796
9.5,77.25,1915,314.2886941730976
9.5,77.25,1916,245.1407324373722
9.5,77.25,1917,246.64133796095848
9.5,77.25,1918,69.30638674646616
9.5,77.25,1919,201.8313161060214
9.5,77.25,1920,152.89275380969048
9.5,77.25,1921,133.57904919981956
9.5,77.25,1922,130.83334013819695
9.5,77.25,1923,213.3518562912941
9.5,77.25,1924,855.8019374608994
9.5,77.25,1925,146.15763413906097
9.5,77.25,1926,178.50363832712173
9.5,77.25,1927,250.8764939904213
9.5,77.25,1928,125.52232919633389
9.5,77.25,1929,235.23487094044685
9.5,77.25,1930,180.91255885362625
9.5,77.25,1931,201.45178279280663
9.5,77.25,1932,191.2731614857912
9.5,77.25,1933,345.68219968676567
9.5,77.25,1934,83.92311032116413
9.5,77.25,1935,147.10416239500046
9.5,77.25,1936,180.75324204564095
9.5,77.25,1937,151.9673733636737
9.5,77.25,1938,177.98977033793926
9.5,77.25,1939,186.92247044295073
9.5,77.25,1940,193.58850705623627
9.5,77.25,1941,160.68583784997463
9.5,77.25,1942,190.59593199193478
9.5,77.25,1943,177.7375962138176
9.5,77.25,1944,226.18908509612083
9.5,77.25,1945,139.2752130329609
9.5,77.25,1946,148.16804344952106
9.5,77.25,1947,197.90187755972147
9.5,77.25,1948,145.54243010282516
9.5,77.25,1949,96.0978475511074
9.5,77.25,1950,168.92053880542517
9.5,77.25,1951,592.6493515372276
9.5,77.25,1952,295.8918840736151
9.5,77.25,1953,524.3812552466989
9.5,77.25,1954,433.2817406132817
9.5,77.25,1955,457.35604079812765
9.5,77.25,1956,72.9683899730444
9.5,77.25,1957,104.719392567873
9.5,77.25,1958,196.99951353669167
9.5,77.25,1959,203.3573522567749
9.5,77.25,1960,241.09010748565197
9.5,77.25,1961,253.83052099496126
9.5,77.25,1962,818.0119993984699
9.5,77.25,1963,87.80026513338089
9.5,77.25,1964,233.64332929998636
9.5,77.25,1965,352.02338829636574
9.5,77.25,1966,145.93603905290365
9.5,77.25,1967,176.57891738414764
9.5,77.25,1968,191.96534737944603
9.5,77.25,1969,185.82984632253647
9.5,77.25,1970,58.100136920809746
9.5,77.25,1971,241.44190058112144
9.5,77.25,1972,198.1135420948267
9.5,77.25,1973,217.97747823596
9.5,77.25,1974,156.77832858264446
9.5,77.25,1975,316.56711280345917
9.5,77.25,1976,113.96773368120193
9.5,77.25,1977,150.0158530473709
9.5,77.25,1978,48.33858644962311
9.5,77.25,1979,153.9845718741417
9.5,77.25,1980,86.59172034263611
9.5,77.25,1981,313.1733074784279
9.5,77.25,1982,102.54007808864117
9.5,77.25,1983,145.1738172620535
9.5,77.25,1984,314.3189580440521
9.5,77.25,1985,164.40429350733757
9.5,77.25,1986,95.78223915398121
9.5,77.25,1987,123.65164791047573
9.5,77.25,1988,109.32084706425667
9.5,77.25,1989,240.14062087237835
9.5,77.25,1990,100.171063631773
9.5,77.25,1991,218.47526033222675
9.5,77.25,1992,314.60597705096006
9.5,77.25,1993,138.08709870278835
9.5,77.25,1994,193.29776374995708
9.5,77.25,1995,66.95458620786667
9.5,77.25,1996,144.77751311659813
9.5,77.25,1997,69.86192388832569
9.5,77.25,1998,233.08377653360367
9.5,77.25,1999,146.31666846573353
9.5,77.25,2000,319.51445810496807
9.5,77.25,2001,28.1279284209013
9.5,77.25,2002,17.862965524196625
9.5,77.25,2003,26.59945373237133
9.5,77.25,2004,711.0261032283306
9.5,77.25,2005,696.6804337352514
9.5,77.25,2006,87.34673804044724
9.5,77.25,2007,101.51392510533333
9.5,77.25,2008,1929.0146630704403
9.5,77.25,2009,1800.6408113390207
9.5,77.25,2010,159.3779500722885
9.5,77.25,2011,1316.949699446559
9.5,77.25,2012,942.2890383154154
9.5,77.25,2013,111.05549957603216
9.5,77.25,2014,100.17384770512581
9.5,77.25,2015,72.41267904639244
9.5,77.25,2016,13.025114953517914
9.5,77.25,2017,255.80006732046604
9.5,77.25,2018,236.11313477158546
9.5,77.25,2019,322.0088616460562
9.5,77.25,2020,193.43804164230824
9.5,77.25,2021,154.07046501338482
9.5,77.25,2022,242.8590499162674
9.5,77.25,2023,136.63504602760077
9.75,76.5,1901,2254.9907000511885
9.75,76.5,1902,2527.059563189745
9.75,76.5,1903,2655.552626311779
9.75,76.5,1904,2875.077054589987
9.75,76.5,1905,2006.5541496276855
9.75,76.5,1906,2081.3117576539516
9.75,76.5,1907,2595.8237603008747
9.75,76.5,1908,1442.8140676915646
9.75,76.5,1909,1725.2726271748543
9.75,76.5,1910,1892.346558764577
9.75,76.5,1911,2229.0056780576706
9.75,76.5,1912,2496.9211356416345
9.75,76.5,1913,2294.3865229189396
9.75,76.5,1914,2145.0643329173326
9.75,76.5,1915,2515.426228776574
9.75,76.5,1916,2887.1145363375545
9.75,76.5,1917,2304.3470376357436
9.75,76.5,1918,1573.894873432815
9.75,76.5,1919,2736.38951356709
9.75,76.5,1920,2374.539994955063
9.75,76.5,1921,2224.594253309071
9.75,76.5,1922,2667.9259281158447
9.75,76.5,1923,3223.5454934239388
9.75,76.5,1924,4138.88560885191
9.75,76.5,1925,2199.1604415774345
9.75,76.5,1926,2830.314341157675
9.75,76.5,1927,2441.4073637723923
9.75,76.5,1928,2008.3016081824899
9.75,76.5,1929,2966.6039777994156
9.75,76.5,1930,2082.614013053477
9.75,76.5,1931,2382.7997363209724
9.75,76.5,1932,1295.7396577596664
9.75,76.5,1933,3244.3863639831543
9.75,76.5,1934,1814.547710210085
9.75,76.5,1935,1923.200379550457
9.75,76.5,1936,1922.5175923109055
9.75,76.5,1937,2010.4570552259684
9.75,76.5,1938,2101.682793825865
9.75,76.5,1939,2240.578469544649
9.75,76.5,1940,2493.590711250901
9.75,76.5,1941,2528.006836004555
9.75,76.5,1942,2393.4911709204316
9.75,76.5,1943,2346.2433087825775
9.75,76.5,1944,1413.6129646897316
9.75,76.5,1945,1902.2158702611923
9.75,76.5,1946,2881.193402528763
9.75,76.5,1947,3394.5735589265823
9.75,76.5,1948,2446.944750830531
9.75,76.5,1949,2395.146953828633
9.75,76.5,1950,2227.9177334308624
9.75,76.5,1951,2397.138590067625
9.75,76.5,1952,1759.0686693936586
9.75,76.5,1953,1922.0975959450006
9.75,76.5,1954,1806.7020263075829
9.75,76.5,1955,2147.960525482893
9.75,76.5,1956,1871.8365300297737
9.75,76.5,1957,2446.709576651454
9.75,76.5,1958,1802.842979118228
9.75,76.5,1959,2685.85833889246
9.75,76.5,1960,1947.0914506018162
9.75,76.5,1961,2600.4285896122456
9.75,76.5,1962,2167.6734166890383
9.75,76.5,1963,1865.7316915094852
9.75,76.5,1964,2283.743972271681
9.75,76.5,1965,1273.083734586835
9.75,76.5,1966,1805.5547110438347
9.75,76.5,1967,1922.2091708928347
9.75,76.5,1968,3249.9582782164216
9.75,76.5,1969,2098.975357696414
9.75,76.5,1970,2224.6757929474115
9.75,76.5,1971,2644.883275836706
9.75,76.5,1972,1827.2317410856485
9.75,76.5,1973,1074.5032462626696
9.75,76.5,1974,2430.496495306492
9.75,76.5,1975,2797.090628758073
9.75,76.5,1976,1842.0067723691463
9.75,76.5,1977,1827.3993076980114
9.75,76.5,1978,1774.2405090928078
9.75,76.5,1979,1687.9337055534124
9.75,76.5,1980,2237.5640318989754
9.75,76.5,1981,2211.5659298449755
9.75,76.5,1982,1219.90284691751
9.75,76.5,1983,1578.2515739798546
9.75,76.5,1984,1664.1386282891035
9.75,76.5,1985,1397.8020530864596
9.75,76.5,1986,1327.429731413722
9.75,76.5,1987,1128.8323737829924
9.75,76.5,1988,1461.5239643529058
9.75,76.5,1989,1559.8103883117437
9.75,76.5,1990,1571.825896114111
9.75,76.5,1991,2363.952401459217
9.75,76.5,1992,2296.3171288371086
9.75,76.5,1993,1960.918586909771
9.75,76.5,1994,2308.5224752128124
9.75,76.5,1995,2384.1714823544025
9.75,76.5,1996,2194.012869179249
9.75,76.5,1997,2157.5652188435197
9.75,76.5,1998,2559.2296362519264
9.75,76.5,1999,1520.1999322324991
9.75,76.5,2000,1934.2734485417604
9.75,76.5,2001,2252.82399456203
9.75,76.5,2002,1413.132781431079
9.75,76.5,2003,1675.2894285172224
9.75,76.5,2004,1380.1758526414633
9.75,76.5,2005,1804.2629586979747
9.75,76.5,2006,2495.5453390926123
9.75,76.5,2007,2800.223017513752
9.75,76.5,2008,1671.9527173787355
9.75,76.5,2009,1774.823797300458
9.75,76.5,2010,2203.33124679327
9.75,76.5,2011,1781.0699272602797
9.75,76.5,2012,1180.650921344757
9.75,76.5,2013,3060.361724808812
9.75,76.5,2014,2390.440974652767
9.75,76.5,2015,1868.562301672995
9.75,76.5,2016,1448.8041872754693
9.75,76.5,2017,2069.806544303894
9.75,76.5,2018,2750.7626039087772
9.75,76.5,2019,2093.4843157976866
9.75,76.5,2020,2256.827617198229
9.75,76.5,2021,1889.5834095329046
9.75,76.5,2022,1697.0912274420261
9.75,76.5,2023,1784.5467936173081
9.75,76.75,1901,3066.180087685585
9.75,76.75,1902,2902.528173342347
9.75,76.75,1903,3103.341570019722
9.75,76.75,1904,3619.465640306473
9.75,76.75,1905,2719.9474632143974
9.75,76.75,1906,2718.7057029008865
9.75,76.75,1907,3272.4528007507324
9.75,76.75,1908,2295.5977105796337
9.75,76.75,1909,1941.4024915844202
9.75,76.75,1910,1953.1637017279863
9.75,76.75,1911,1916.9811080694199
9.75,76.75,1912,2130.4780629873276
9.75,76.75,1913,1686.420881062746
9.75,76.75,1914,1864.8201711177826
9.75,76.75,1915,2338.2606632709503
9.75,76.75,1916,2492.0491532087326
9.75,76.75,1917,1987.8403244018555
9.75,76.75,1918,1182.22732552886
9.75,76.75,1919,2133.720496252179
9.75,76.75,1920,2306.0352395176888
9.75,76.75,1921,2039.3602264225483
9.75,76.75,1922,2152.9206775426865
9.75,76.75,1923,2901.155219465494
9.75,76.75,1924,3330.0546627938747
9.75,76.75,1925,1710.2428824454546
9.75,76.75,1926,1993.232667118311
9.75,76.75,1927,1869.5614409446716
9.75,76.75,1928,1446.7111021280289
9.75,76.75,1929,1979.8979178667068
9.75,76.75,1930,1601.671416848898
9.75,76.75,1931,2441.9868375808
9.75,76.75,1932,1771.1557837575674
9.75,76.75,1933,2569.8442895412445
9.75,76.75,1934,1395.754349052906
9.75,76.75,1935,1403.8589495420456
9.75,76.75,1936,1585.3904421031475
9.75,76.75,1937,1549.6166511029005
9.75,76.75,1938,1407.0996952056885
9.75,76.75,1939,1666.4173132926226
9.75,76.75,1940,1779.24207380414
9.75,76.75,1941,1981.1791963279247
9.75,76.75,1942,1702.2390783131123
9.75,76.75,1943,1924.3122346699238
9.75,76.75,1944,1319.5832380056381
9.75,76.75,1945,1456.5146415382624
9.75,76.75,1946,2075.804155409336
9.75,76.75,1947,2005.209873855114
9.75,76.75,1948,1752.5529321432114
9.75,76.75,1949,1822.866528749466
9.75,76.75,1950,1790.724917948246
9.75,76.75,1951,1657.0445106625557
9.75,76.75,1952,2002.5767263770103
9.75,76.75,1953,2202.999353915453
9.75,76.75,1954,2299.695663154125
9.75,76.75,1955,2259.803597688675
9.75,76.75,1956,2081.7175117731094
9.75,76.75,1957,2266.416299432516
9.75,76.75,1958,2440.596601307392
9.75,76.75,1959,3219.2432070970535
9.75,76.75,1960,2602.6997923254967
9.75,76.75,1961,3055.12635242939
9.75,76.75,1962,1344.9809778779745
9.75,76.75,1963,2077.4854812920094
9.75,76.75,1964,3180.178550899029
9.75,76.75,1965,1339.7338333129883
9.75,76.75,1966,1495.3508126437664
9.75,76.75,1967,1591.0819762647152
9.75,76.75,1968,2513.4280580580235
9.75,76.75,1969,2491.8634655475616
9.75,76.75,1970,1414.3044024407864
9.75,76.75,1971,2117.788051903248
9.75,76.75,1972,1577.7702334225178
9.75,76.75,1973,1994.3668344020844
9.75,76.75,1974,2655.334085136652
9.75,76.75,1975,2942.9814974963665
9.75,76.75,1976,1291.2261625826359
9.75,76.75,1977,1253.3326480835676
9.75,76.75,1978,1662.6468665003777
9.75,76.75,1979,1272.7992488741875
9.75,76.75,1980,1911.2621644735336
9.75,76.75,1981,2630.8639718443155
9.75,76.75,1982,1618.5008755028248
9.75,76.75,1983,1313.0951755344868
9.75,76.75,1984,3097.991270542145
9.75,76.75,1985,1408.4170168042183
9.75,76.75,1986,1144.2300602197647
9.75,76.75,1987,642.990397632122
9.75,76.75,1988,1243.5514162629843
9.75,76.75,1989,1015.5179500877857
9.75,76.75,1990,1920.7649300172925
9.75,76.75,1991,2498.754003226757
9.75,76.75,1992,2667.900097131729
9.75,76.75,1993,2196.731615394354
9.75,76.75,1994,2393.077800527215
9.75,76.75,1995,2252.899319574237
9.75,76.75,1996,2477.1088801920414
9.75,76.75,1997,2409.1497379019856
9.75,76.75,1998,3088.160067886114
9.75,76.75,1999,1818.3827008605003
9.75,76.75,2000,1882.8944102972746
9.75,76.75,2001,2262.331012144685
9.75,76.75,2002,1652.5873142331839
9.75,76.75,2003,1765.1182111650705
9.75,76.75,2004,2312.5043800473213
9.75,76.75,2005,1542.0885719954967
9.75,76.75,2006,2680.9093237817287
9.75,76.75,2007,3203.543016552925
9.75,76.75,2008,2334.011940538883
9.75,76.75,2009,2275.1956478729844
9.75,76.75,2010,2357.5451113432646
9.75,76.75,2011,1691.4510908424854
9.75,76.75,2012,1140.6823516115546
9.75,76.75,2013,3608.8878773748875
9.75,76.75,2014,2940.842089354992
9.75,76.75,2015,1859.4982022047043
9.75,76.75,2016,1835.218566417694
9.75,76.75,2017,2312.55269433558
9.75,76.75,2018,4146.475277371705
9.75,76.75,2019,2418.4587619304657
9.75,76.75,2020,2550.62996840477
9.75,76.75,2021,2461.500609308481
9.75,76.75,2022,2386.0336685851216
9.75,76.75,2023,1915.0713717713952
9.75,77.0,1901,1259.4919895976782
9.75,77.0,1902,1090.24042250216
9.75,77.0,1903,1242.4947151839733
9.75,77.0,1904,1396.2406290471554
9.75,77.0,1905,1436.5755329728127
9.75,77.0,1906,1528.6400282680988
9.75,77.0,1907,2107.3900138884783
9.75,77.0,1908,982.2533756643534
9.75,77.0,1909,428.14658220112324
9.75,77.0,1910,425.1186064630747
9.75,77.0,1911,424.2674325108528
9.75,77.0,1912,452.3033543229103
9.75,77.0,1913,358.62104676663876
9.75,77.0,1914,470.74161560833454
9.75,77.0,1915,650.3506220281124
9.75,77.0,1916,589.2758771926165
9.75,77.0,1917,386.3250819146633
9.75,77.0,1918,186.40632610023022
9.75,77.0,1919,498.3126562386751
9.75,77.0,1920,429.98815624415874
9.75,77.0,1921,460.75314968824387
9.75,77.0,1922,611.5427707582712
9.75,77.0,1923,582.893682807684
9.75,77.0,1924,1230.9227421879768
9.75,77.0,1925,382.5988182872534
9.75,77.0,1926,430.84932509064674
9.75,77.0,1927,604.2904966771603
9.75,77.0,1928,312.08297948539257
9.75,77.0,1929,1337.9905468821526
9.75,77.0,1930,1034.2109443619847
9.75,77.0,1931,1316.075937986374
9.75,77.0,1932,1019.4788827896118
9.75,77.0,1933,1494.1826336979866
9.75,77.0,1934,798.3413196802139
9.75,77.0,1935,1046.0694216489792
9.75,77.0,1936,1173.8027502894402
9.75,77.0,1937,898.3735577464104
9.75,77.0,1938,961.7326300293207
9.75,77.0,1939,1115.7418707162142
9.75,77.0,1940,1428.5642451643944
9.75,77.0,1941,1177.1206629574299
9.75,77.0,1942,1285.765994027257
9.75,77.0,1943,1374.092566549778
9.75,77.0,1944,792.9783626496792
9.75,77.0,1945,791.9017214030027
9.75,77.0,1946,1299.0248746871948
9.75,77.0,1947,1168.4019189327955
9.75,77.0,1948,1328.870157301426
9.75,77.0,1949,904.0215825140476
9.75,77.0,1950,1105.0439221858978
9.75,77.0,1951,1071.021179586649
9.75,77.0,1952,654.9972882270813
9.75,77.0,1953,928.0035465285182
9.75,77.0,1954,929.7737007066607
9.75,77.0,1955,859.2713902443647
9.75,77.0,1956,888.2326874062419
9.75,77.0,1957,886.6051751673222
9.75,77.0,1958,1006.3028605729342
9.75,77.0,1959,1542.8247437775135
9.75,77.0,1960,1079.1089484393597
9.75,77.0,1961,1606.4995809942484
9.75,77.0,1962,1316.0481023937464
9.75,77.0,1963,802.1686439365149
9.75,77.0,1964,1223.1551260352135
9.75,77.0,1965,555.3762650489807
9.75,77.0,1966,723.790785163641
9.75,77.0,1967,699.4121141061187
9.75,77.0,1968,1161.4111361205578
9.75,77.0,1969,953.148087836802
9.75,77.0,1970,900.0702180862427
9.75,77.0,1971,1339.4925871565938
9.75,77.0,1972,933.803039945662
9.75,77.0,1973,1202.4129757583141
9.75,77.0,1974,1297.4079459905624
9.75,77.0,1975,1319.0907575935125
9.75,77.0,1976,681.7223624065518
9.75,77.0,1977,808.2937165275216
9.75,77.0,1978,1303.7756872996688
9.75,77.0,1979,370.5148083269596
9.75,77.0,1980,1298.8723185360432
9.75,77.0,1981,1703.1474913358688
9.75,77.0,1982,2230.876246422529
9.75,77.0,1983,380.8018066585064
9.75,77.0,1984,992.4682455658913
9.75,77.0,1985,371.3329275101423
9.75,77.0,1986,293.65210112929344
9.75,77.0,1987,182.86526481807232
9.75,77.0,1988,259.50256487727165
9.75,77.0,1989,405.0172594040632
9.75,77.0,1990,474.5363586694002
9.75,77.0,1991,525.8891112357378
9.75,77.0,1992,641.2607536911964
9.75,77.0,1993,313.9812041670084
9.75,77.0,1994,537.2094560265541
9.75,77.0,1995,308.43381048738956
9.75,77.0,1996,379.52624610066414
9.75,77.0,1997,686.6525955349207
9.75,77.0,1998,1022.2566102296114
9.75,77.0,1999,353.451023504138
9.75,77.0,2000,680.0015438348055
9.75,77.0,2001,637.4811122640967
9.75,77.0,2002,1687.823443055153
9.75,77.0,2003,1755.2023777514696
9.75,77.0,2004,1226.5220367014408
9.75,77.0,2005,908.6926899701357
9.75,77.0,2006,1329.6857415139675
9.75,77.0,2007,1069.2820785045624
9.75,77.0,2008,2243.394492790103
9.75,77.0,2009,2137.693703055382
9.75,77.0,2010,1823.0059571042657
9.75,77.0,2011,1614.8184334933758
9.75,77.0,2012,1093.1395646259189
9.75,77.0,2013,1453.7800245508552
9.75,77.0,2014,1086.7871769592166
9.75,77.0,2015,776.9529763907194
9.75,77.0,2016,1021.6643081903458
9.75,77.0,2017,1514.161832138896
9.75,77.0,2018,2904.4887472838163
9.75,77.0,2019,1575.9142601191998
9.75,77.0,2020,1936.3961784914136
9.75,77.0,2021,1460.17290943861
9.75,77.0,2022,1842.7111403942108
9.75,77.0,2023,679.255455635488
10.0,76.5,1901,2065.4731936752796
10.0,76.5,1902,2492.068041011691
10.0,76.5,1903,2852.025362789631
10.0,76.5,1904,2101.6696049571037
10.0,76.5,1905,1510.485274463892
10.0,76.5,1906,2070.25087338686
10.0,76.5,1907,2879.1337689235806
10.0,76.5,1908,1973.2775971740484
10.0,76.5,1909,2030.6726382821798
10.0,76.5,1910,2154.8979085087776
10.0,76.5,1911,2243.0021998137236
10.0,76.5,1912,2527.248563066125
10.0,76.5,1913,2639.0617446303368
10.0,76.5,1914,2271.1937263906
10.0,76.5,1915,2327.687653839588
10.0,76.5,1916,2527.2810503542423
10.0,76.5,1917,2133.9941884577274
10.0,76.5,1918,1512.570220708847
10.0,76.5,1919,2260.884168282151
10.0,76.5,1920,2401.9608629643917
10.0,76.5,1921,2060.0404967069626
10.0,76.5,1922,2388.918084844947
10.0,76.5,1923,3815.9919507205486
10.0,76.5,1924,4183.632586479187
10.0,76.5,1925,2000.388683438301
10.0,76.5,1926,2781.4910435676575
10.0,76.5,1927,2456.0752054154873
10.0,76.5,1928,1953.4943017661572
10.0,76.5,1929,2989.211038351059
10.0,76.5,1930,2144.292163655162
10.0,76.5,1931,2998.137064024806
10.0,76.5,1932,1889.436398178339
10.0,76.5,1933,3180.2390351444483
10.0,76.5,1934,1773.969158962369
10.0,76.5,1935,2136.7608467042446
10.0,76.5,1936,2218.3901144117117
10.0,76.5,1937,2368.938952714205
10.0,76.5,1938,2457.483621120453
10.0,76.5,1939,2503.0421306043863
10.0,76.5,1940,2465.176927521825
10.0,76.5,1941,2637.4198990166187
10.0,76.5,1942,2956.98804590106
10.0,76.5,1943,2695.306576296687
10.0,76.5,1944,1998.1979886889458
10.0,76.5,1945,2143.6655037999153
10.0,76.5,1946,3174.48761279881
10.0,76.5,1947,3503.2391369342804
10.0,76.5,1948,2889.5432211756706
10.0,76.5,1949,2418.4121326208115
10.0,76.5,1950,3377.506162196398
10.0,76.5,1951,2536.285439223051
10.0,76.5,1952,2071.0956474244595
10.0,76.5,1953,2161.6669705063105
10.0,76.5,1954,2374.1509869098663
10.0,76.5,1955,2415.0882440805435
10.0,76.5,1956,2308.56629550457
10.0,76.5,1957,2453.969151839614
10.0,76.5,1958,2243.829051718116
10.0,76.5,1959,2889.4820051789284
10.0,76.5,1960,2442.801448047161
10.0,76.5,1961,2524.31618642807
10.0,76.5,1962,2204.0516030341387
10.0,76.5,1963,2178.9343140125275
10.0,76.5,1964,2461.0252138376236
10.0,76.5,1965,1407.1690311729908
10.0,76.5,1966,1908.4095139205456
10.0,76.5,1967,2009.8662095665932
10.0,76.5,1968,2790.69301687181
10.0,76.5,1969,2204.8999466598034
10.0,76.5,1970,1985.9774704277515
10.0,76.5,1971,2614.705336242914
10.0,76.5,1972,1877.2138431668282
10.0,76.5,1973,1961.2017088085413
10.0,76.5,1974,2184.1257931366563
10.0,76.5,1975,3031.4930022731423
10.0,76.5,1976,1854.74397072196
10.0,76.5,1977,1494.2292506322265
10.0,76.5,1978,1946.5301186740398
10.0,76.5,1979,1626.9466489553452
10.0,76.5,1980,3078.7795068770647
10.0,76.5,1981,2121.080103382468
10.0,76.5,1982,1228.449727550149
10.0,76.5,1983,2699.4867796823382
10.0,76.5,1984,1765.4722605869174
10.0,76.5,1985,1700.8052726909518
10.0,76.5,1986,1467.9514386355877
10.0,76.5,1987,1614.1893446147442
10.0,76.5,1988,1858.3273573070765
10.0,76.5,1989,2143.935745239258
10.0,76.5,1990,1381.0610197335482
10.0,76.5,1991,2381.8603904098272
10.0,76.5,1992,2358.1655061692
